all_test_sen_num,c_n_same_sen_num,filtered_mut_num,cnm_100_num,cnm_000_num,cnm_001_num,cnm_010_num
3826,181729,308991,1949,2471,1191,135144


"pos from 形容 to 形容
"


"pos from 形容 to 介词
"
original sentence,"Some are within 5 – 10 minutes walking distance from the nearest parking lot , some require at least 3 – 4 hours of hiking ( those are , of course less frequented by other tourists and you might find yourself alone at a spectacular waterfall in the middle of nowhere - an amazing experience ! ) ."
wrong word,alone
mutation sentence,"Some are within 5 – 10 minutes walking distance from the nearest parking lot , some require at least 3 – 4 hours of hiking ( those are , of course less frequented by other tourists and you might find yourself all alone at a spectacular waterfall in the middle of nowhere - an amazing experience ! ) ."
mutation sentence,"Some are within 5 – 10 minutes walking distance from the nearest parking lot , some require at least 3 – 4 hours of hiking ( those are , of course less frequented by other tourists and you might find yourself alone again at a spectacular waterfall in the middle of nowhere - an amazing experience ! ) ."

original sentence,Likewise one can take the PHX skytrain over to the nearby 44th & Washington St Station to catch the #1 ( west to the downtown Central Station and Priest & Washington in Tempe to the east along Washington St ) ; #44 bus ( north to the Desert Ridge Marriott Resort in Deer Valley along N 44th St & Tatum ) ; and the light rail ( east to Tempe & Mesa and to Midtown ( along Central Ave ) via downtown in the other direction ) .
wrong word,nearby
mutation sentence,Likewise one can take the PHX skytrain over to the downtown nearby 44th & Washington St Station to catch the #1 ( west to the downtown Central Station and Priest & Washington in Tempe to the east along Washington St ) ; #44 bus ( north to the Desert Ridge Marriott Resort in Deer Valley along N 44th St & Tatum ) ; and the light rail ( east to Tempe & Mesa and to Midtown ( along Central Ave ) via downtown in the other direction ) .

original sentence,York was home first to the Ninth Legion and later the Sixth .
wrong word,first
mutation sentence,York was also home first to the Ninth Legion and later the Sixth .
mutation sentence,York was then home first to the Ninth Legion and later the Sixth .
mutation sentence,York was home first only to the Ninth Legion and later the Sixth .
mutation sentence,York was home first briefly to the Ninth Legion and later the Sixth .
mutation sentence,York was home first again to the Ninth Legion and later the Sixth .
mutation sentence,York was home first primarily to the Ninth Legion and later the Sixth .
mutation sentence,York was home first mainly to the Ninth Legion and later the Sixth .
mutation sentence,York was home first exclusively to the Ninth Legion and later the Sixth .
mutation sentence,York was home first also to the Ninth Legion and later the Sixth .
mutation sentence,York was home first up to the Ninth Legion and later the Sixth .

original sentence,"Rather than seeking to find out more through questions and learning ( actions viewed by them as showing vulnerability ) , arrogant people tend to generalize from their limited , narrow life experiences and try to impose their small worldview on others ."
wrong word,more
mutation sentence,"Rather than seeking to find people out more through questions and learning ( actions viewed by them as showing vulnerability ) , arrogant people tend to generalize from their limited , narrow life experiences and try to impose their small worldview on others ."
mutation sentence,"Rather than seeking to find it out more through questions and learning ( actions viewed by them as showing vulnerability ) , arrogant people tend to generalize from their limited , narrow life experiences and try to impose their small worldview on others ."

original sentence,Ballet is less about learning the moves and more about perfecting them .
wrong word,less
mutation sentence,Ballet is less just about learning the moves and more about perfecting them .
mutation sentence,Ballet is less really about learning the moves and more about perfecting them .
wrong word,more
mutation sentence,Ballet is less about learning the moves and more just about perfecting them .

original sentence,"If you want to plant the basil in a container , make sure it 's large enough to accommodate the number of plants you 're growing ;"
wrong word,enough
mutation sentence,"If you want to plant the basil in a container , make sure it 's large enough outside to accommodate the number of plants you 're growing ;"

original sentence,"If this is a solo jump , which constitutes the minority of skydivers , your only recourse is to ensure that at least one of your own chutes opens ."
wrong word,only
mutation sentence,"If this is a solo jump , which constitutes the minority of skydivers , your only viable recourse is to ensure that at least one of your own chutes opens ."



"pos from 形容 to 助词
"


"pos from 形容 to 并列连词
"


"pos from 形容 to 定冠
"
original sentence,"Systems that assess expertise can be manipulated , and many cases of such manipulation exist — take the recent example by the University of Malaysia , which attempted to boost metrics by urging its faculty to cite one another [ 28 ] ."
wrong word,such
mutation sentence,"Systems that assess expertise can be manipulated , and many cases of such a manipulation exist — take the recent example by the University of Malaysia , which attempted to boost metrics by urging its faculty to cite one another [ 28 ] ."

original sentence,"Such alternative ( and probably derived ) uses provide insight in possible paths of semantic change , but we exclude them here to make sure we are comparing like with like ."
wrong word,Such
mutation sentence,"Such two alternative ( and probably derived ) uses provide insight in possible paths of semantic change , but we exclude them here to make sure we are comparing like with like ."

original sentence,"The many light toys such a swords , devil ears , and lanterns turn the milling crowd into a unique light show that can be observed by climbing the steps of the 70 meter memorial hall on the grounds ."
wrong word,such
mutation sentence,"The many light toys such a devil swords , devil ears , and lanterns turn the milling crowd into a unique light show that can be observed by climbing the steps of the 70 meter memorial hall on the grounds ."
mutation sentence,"The many light toys such a fire swords , devil ears , and lanterns turn the milling crowd into a unique light show that can be observed by climbing the steps of the 70 meter memorial hall on the grounds ."

original sentence,"In fact , many people Wikinews observed took out their mobiles as they left for the evening and used their own phone cameras to make one further record of the moment - a photo of a photo ."
wrong word,many
mutation sentence,"In fact , many the people Wikinews observed took out their mobiles as they left for the evening and used their own phone cameras to make one further record of the moment - a photo of a photo ."

original sentence,"Make sure you practice saying and spelling out many basic words in your language , English examples : is , who , when , of , why , if , what , where , can , may , etc ."
wrong word,many
mutation sentence,"Make sure you practice saying and spelling out many the basic words in your language , English examples : is , who , when , of , why , if , what , where , can , may , etc ."



"pos from 形容 to 感叹
"


"pos from 形容 to 名词
"
original sentence,"Enjambment takes place when a syntactic unit is broken up across two lines of poetry ( Domínguez Caparrós , 2000 : 103 ) , giving rise to different stylistic effects ( e.g. increased emphasis on elements of the broken-up phrase , or contrast between those elements ) , or creating double interpretations for the enjambed lines ( García-Paje , 1991 ) ."
wrong word,broken-up
mutation sentence,"Enjambment takes place when a syntactic unit is broken up across two lines of poetry ( Domínguez Caparrós , 2000 : 103 ) , giving rise to different stylistic effects ( e.g. increased emphasis on elements of the same broken-up phrase , or contrast between those elements ) , or creating double interpretations for the enjambed lines ( García-Paje , 1991 ) ."
mutation sentence,"Enjambment takes place when a syntactic unit is broken up across two lines of poetry ( Domínguez Caparrós , 2000 : 103 ) , giving rise to different stylistic effects ( e.g. increased emphasis on elements of the original broken-up phrase , or contrast between those elements ) , or creating double interpretations for the enjambed lines ( García-Paje , 1991 ) ."

original sentence,"Quilis ( 1964 ) performed poetry reading experiments , proposing that the following strongly connected elements give rise to enjambment , should a poetic-form pause break them up :"
wrong word,poetic-form
mutation sentence,"Quilis ( 1964 ) performed poetry reading experiments , proposing that the following strongly connected elements give rise to enjambment , should a particular poetic-form pause break them up :"

original sentence,"Besides the enjambment types above , Spang ( 1983 ) noted that if a subject or direct object and their related verbs occur in two different lines of poetry , this can also feel unusual for a reader , even if the effect is less pronounced than in the environments identified by Quilis ."
wrong word,subject
mutation sentence,"Besides the enjambment types above , Spang ( 1983 ) noted that even if a subject or direct object and their related verbs occur in two different lines of poetry , this can also feel unusual for a reader , even if the effect is less pronounced than in the environments identified by Quilis ."
mutation sentence,"Besides the enjambment types above , Spang ( 1983 ) noted that if a direct subject or direct object and their related verbs occur in two different lines of poetry , this can also feel unusual for a reader , even if the effect is less pronounced than in the environments identified by Quilis ."
mutation sentence,"Besides the enjambment types above , Spang ( 1983 ) noted that if a single subject or direct object and their related verbs occur in two different lines of poetry , this can also feel unusual for a reader , even if the effect is less pronounced than in the environments identified by Quilis ."
mutation sentence,"Besides the enjambment types above , Spang ( 1983 ) noted that if a double subject or direct object and their related verbs occur in two different lines of poetry , this can also feel unusual for a reader , even if the effect is less pronounced than in the environments identified by Quilis ."
mutation sentence,"Besides the enjambment types above , Spang ( 1983 ) noted that if a subject or a direct object and their related verbs occur in two different lines of poetry , this can also feel unusual for a reader , even if the effect is less pronounced than in the environments identified by Quilis ."
mutation sentence,"Besides the enjambment types above , Spang ( 1983 ) noted that if a subject or the direct object and their related verbs occur in two different lines of poetry , this can also feel unusual for a reader , even if the effect is less pronounced than in the environments identified by Quilis ."
mutation sentence,"Besides the enjambment types above , Spang ( 1983 ) noted that if a subject or direct indirect object and their related verbs occur in two different lines of poetry , this can also feel unusual for a reader , even if the effect is less pronounced than in the environments identified by Quilis ."
mutation sentence,"Besides the enjambment types above , Spang ( 1983 ) noted that if a subject or direct past object and their related verbs occur in two different lines of poetry , this can also feel unusual for a reader , even if the effect is less pronounced than in the environments identified by Quilis ."
mutation sentence,"Besides the enjambment types above , Spang ( 1983 ) noted that if a subject or direct object and their related verbs occur in two different longer lines of poetry , this can also feel unusual for a reader , even if the effect is less pronounced than in the environments identified by Quilis ."

original sentence,"More recently , institutions of academic expertise have been subject to a large and growing outbreak of so-called predatory journals — journals that will publish almost anything for a fee ."
wrong word,subject
mutation sentence,"More recently , institutions of academic expertise have been the subject to a large and growing outbreak of so-called predatory journals — journals that will publish almost anything for a fee ."

original sentence,"Such alternative ( and probably derived ) uses provide insight in possible paths of semantic change , but we exclude them here to make sure we are comparing like with like ."
wrong word,like
mutation sentence,"Such alternative ( and probably derived ) uses provide insight in possible paths of semantic change , but we exclude them here to make sure we are comparing like with pure like ."

original sentence,4.1. LIMITATIONS AND FUTURE DIRECTIONS .
wrong word,FUTURE
mutation sentence,4.1. LIMITATIONS AND FUTURE / DIRECTIONS .

original sentence,"Since the CFLs are the most commonly used light bulbs in the residential and has a great compatibility to LED in terms of design and materials , the proponents conducted a study about innovating and recycling CFL into a more efficient and environment friendly LED light bulb ."
wrong word,residential
mutation sentence,"Since the CFLs are the most commonly used light bulbs in the European residential and has a great compatibility to LED in terms of design and materials , the proponents conducted a study about innovating and recycling CFL into a more efficient and environment friendly LED light bulb ."
mutation sentence,"Since the CFLs are the most commonly used light bulbs in the current residential and has a great compatibility to LED in terms of design and materials , the proponents conducted a study about innovating and recycling CFL into a more efficient and environment friendly LED light bulb ."
mutation sentence,"Since the CFLs are the most commonly used light bulbs in the Brazilian residential and has a great compatibility to LED in terms of design and materials , the proponents conducted a study about innovating and recycling CFL into a more efficient and environment friendly LED light bulb ."

original sentence,"To test if the postural differences observed in this study produced changes in limb morphology , we measured the length and mid-shaft cross-sectional properties of the femur in all our individuals ."
wrong word,mid-shaft
mutation sentence,"To test if the postural differences observed in this study produced changes in limb morphology , we measured the length and mid-shaft transverse cross-sectional properties of the femur in all our individuals ."

original sentence,"Interestingly , femur length tended to be greater in the experimental group than in both the control-weight and the control group ( by 4 and 7 % , respectively ) , although not signifcant ."
wrong word,signifcant
mutation sentence,"Interestingly , femur length tended to be greater in the experimental group than in both the control-weight and the control group ( by 4 and 7 % , respectively ) , although not in signifcant ."
mutation sentence,"Interestingly , femur length tended to be greater in the experimental group than in both the control-weight and the control group ( by 4 and 7 % , respectively ) , although not with signifcant ."
mutation sentence,"Interestingly , femur length tended to be greater in the experimental group than in both the control-weight and the control group ( by 4 and 7 % , respectively ) , although not without signifcant ."
mutation sentence,"Interestingly , femur length tended to be greater in the experimental group than in both the control-weight and the control group ( by 4 and 7 % , respectively ) , although not against signifcant ."
mutation sentence,"Interestingly , femur length tended to be greater in the experimental group than in both the control-weight and the control group ( by 4 and 7 % , respectively ) , although not under signifcant ."

original sentence,"One caveat , however , is that our approach uses tail reduction as the mechanism for CoM displacement despite it has been recently shown that the evolutionary change in CoM position was driven instead by forelimb enlargement [ 8 ] ."
wrong word,tail
mutation sentence,"One caveat , however , is that our approach uses evolutionary tail reduction as the mechanism for CoM displacement despite it has been recently shown that the evolutionary change in CoM position was driven instead by forelimb enlargement [ 8 ] ."
wrong word,forelimb
mutation sentence,"One caveat , however , is that our approach uses tail reduction as the mechanism for CoM displacement despite it has been recently shown that the evolutionary change in CoM position was driven instead by rapid forelimb enlargement [ 8 ] ."
mutation sentence,"One caveat , however , is that our approach uses tail reduction as the mechanism for CoM displacement despite it has been recently shown that the evolutionary change in CoM position was driven instead by lateral forelimb enlargement [ 8 ] ."
mutation sentence,"One caveat , however , is that our approach uses tail reduction as the mechanism for CoM displacement despite it has been recently shown that the evolutionary change in CoM position was driven instead by posterior forelimb enlargement [ 8 ] ."
mutation sentence,"One caveat , however , is that our approach uses tail reduction as the mechanism for CoM displacement despite it has been recently shown that the evolutionary change in CoM position was driven instead by evolutionary forelimb enlargement [ 8 ] ."
mutation sentence,"One caveat , however , is that our approach uses tail reduction as the mechanism for CoM displacement despite it has been recently shown that the evolutionary change in CoM position was driven instead by adaptive forelimb enlargement [ 8 ] ."
mutation sentence,"One caveat , however , is that our approach uses tail reduction as the mechanism for CoM displacement despite it has been recently shown that the evolutionary change in CoM position was driven instead by forelimb length enlargement [ 8 ] ."
mutation sentence,"One caveat , however , is that our approach uses tail reduction as the mechanism for CoM displacement despite it has been recently shown that the evolutionary change in CoM position was driven instead by forelimb size enlargement [ 8 ] ."
mutation sentence,"One caveat , however , is that our approach uses tail reduction as the mechanism for CoM displacement despite it has been recently shown that the evolutionary change in CoM position was driven instead by forelimb root enlargement [ 8 ] ."

original sentence,"He is particularly remembered for his applications of mathematics to mechanics , especially fluid mechanics , and for his pioneering work in probability and statistics ."
wrong word,fluid
mutation sentence,"He is particularly remembered for his applications of mathematics to mechanics , especially fluid dynamics mechanics , and for his pioneering work in probability and statistics ."

original sentence,"An incomplete and faulty German translation , edited by Dr Moritz Posselt ( Tagebuch des Generals Patrick Gordon ) was published , the first volume at Moscow in 1849 , the second at St Petersburg in 1851 , and the third at St Petersburg in 1853 ; and Passages from the Diary of General Patrick Gordon of Auchleuchries ( 1635 – 1699 ) , was printed , under the editorship of Joseph Robertson , for the Spalding Club , at Aberdeen , Scotland , 1859 ."
wrong word,third
mutation sentence,"An incomplete and faulty German translation , edited by Dr Moritz Posselt ( Tagebuch des Generals Patrick Gordon ) was published , the first volume at Moscow in 1849 , the second at St Petersburg in 1851 , and the entire third at St Petersburg in 1853 ; and Passages from the Diary of General Patrick Gordon of Auchleuchries ( 1635 – 1699 ) , was printed , under the editorship of Joseph Robertson , for the Spalding Club , at Aberdeen , Scotland , 1859 ."

original sentence,"Holt was a second-team All-District 8-4A inclusion his sophomore year , batting .324 for the season . [ 2 ]"
wrong word,sophomore
mutation sentence,"Holt was a second-team All-District 8-4A inclusion his senior sophomore year , batting .324 for the season . [ 2 ]"

original sentence,"His 2010 season was cut short due to injury to his medial collateral ligament , which required surgery . [ 8 ]"
wrong word,collateral
