all_test_sen_num,c_n_same_sen_num,filtered_mut_num,cnm_100_num,cnm_000_num,cnm_001_num,cnm_010_num
10119,218208,721708,1682,14441,1928,679394


"pos from 形容 to 形容
"


"pos from 形容 to 介词
"
mutation sentence,"The Transaction is for hot rolled mild steel with a thickness of 1 "" and a width of 72 inches ."
mutation sentence,"The Transaction is for hot rolled alloy steel with a thickness of 1 "" and a width of 72 inches ."
mutation sentence,"The Transaction is for hot rolled steel with typically a thickness of 1 "" and a width of 72 inches ."
mutation sentence,"The Transaction is for hot rolled steel with a typical thickness of 1 "" and a width of 72 inches ."
mutation sentence,"The Transaction is for hot rolled steel with a steel thickness of 1 "" and a width of 72 inches ."
mutation sentence,"The Transaction is for hot rolled steel with a hull thickness of 1 "" and a width of 72 inches ."
mutation sentence,"The Transaction is for hot rolled steel with a thickness of 1 "" and a die width of 72 inches ."
mutation sentence,"The Transaction is for hot rolled steel with a thickness of 1 "" and a width of 72 cubic inches ."

original sentence,"All you need is 200 , but remember , the more you post , the more money you make !!"
wrong word,more 11
mutation sentence,"All that you need is 200 , but remember , the more you post , the more money you make !!"
mutation sentence,"All you need now is 200 , but remember , the more you post , the more money you make !!"
mutation sentence,"All you need today is 200 , but remember , the more you post , the more money you make !!"
mutation sentence,"All you need here is 200 , but remember , the more you post , the more money you make !!"
mutation sentence,"All you need post is 200 , but remember , the more you post , the more money you make !!"
mutation sentence,"All you need is 200 , but do remember , the more you post , the more money you make !!"
mutation sentence,"All you need is 200 , but remember it , the more you post , the more money you make !!"
mutation sentence,"All you need is 200 , but remember though , the more you post , the more money you make !!"
mutation sentence,"All you need is 200 , but remember me , the more you post , the more money you make !!"
mutation sentence,"All you need is 200 , but remember , the more you post it , the more money you make !!"
mutation sentence,"All you need is 200 , but remember , the more you post up , the more money you make !!"
mutation sentence,"All you need is 200 , but remember , the more you post out , the more money you make !!"
mutation sentence,"All you need is 200 , but remember , the more you post money , the more money you make !!"
mutation sentence,"All you need is 200 , but remember , the more you post this , the more money you make !!"
mutation sentence,"All you need is 200 , but remember , the more you post letters , the more money you make !!"
mutation sentence,"All you need is 200 , but remember , the more you post ads , the more money you make !!"
mutation sentence,"All you need is 200 , but remember , the more you post in , the more money you make !!"
mutation sentence,"All you need is 200 , but remember , the more you post them , the more money you make !!"
mutation sentence,"All you need is 200 , but remember , the more you post , the more real money you make !!"
mutation sentence,"All you need is 200 , but remember , the more you post , the more money you will make !!"

original sentence,Useful for younger kids who do not have big enough hands or the ability to handle two reins independently .
wrong word,enough 10
mutation sentence,Useful for slightly younger kids who do not have big enough hands or the ability to handle two reins independently .
mutation sentence,Useful for very younger kids who do not have big enough hands or the ability to handle two reins independently .
mutation sentence,Useful for younger older kids who do not have big enough hands or the ability to handle two reins independently .
mutation sentence,Useful for younger stable kids who do not have big enough hands or the ability to handle two reins independently .
mutation sentence,Useful for younger deaf kids who do not have big enough hands or the ability to handle two reins independently .
mutation sentence,Useful for younger adult kids who do not have big enough hands or the ability to handle two reins independently .
mutation sentence,Useful for younger young kids who do not have big enough hands or the ability to handle two reins independently .
mutation sentence,Useful for younger school kids who do not have big enough hands or the ability to handle two reins independently .
mutation sentence,Useful for younger kids who may do not have big enough hands or the ability to handle two reins independently .
mutation sentence,Useful for younger kids who do either not have big enough hands or the ability to handle two reins independently .
mutation sentence,Useful for younger kids who do often not have big enough hands or the ability to handle two reins independently .
mutation sentence,Useful for younger kids who do sometimes not have big enough hands or the ability to handle two reins independently .
mutation sentence,Useful for younger kids who do usually not have big enough hands or the ability to handle two reins independently .
mutation sentence,Useful for younger kids who do typically not have big enough hands or the ability to handle two reins independently .
mutation sentence,Useful for younger kids who do generally not have big enough hands or the ability to handle two reins independently .
mutation sentence,Useful for younger kids who do still not have big enough hands or the ability to handle two reins independently .
mutation sentence,Useful for younger kids who do may not have big enough hands or the ability to handle two reins independently .
mutation sentence,Useful for younger kids who do simply not have big enough hands or the ability to handle two reins independently .
mutation sentence,Useful for younger kids who do otherwise not have big enough hands or the ability to handle two reins independently .
mutation sentence,Useful for younger kids who do not yet have big enough hands or the ability to handle two reins independently .
mutation sentence,Useful for younger kids who do not always have big enough hands or the ability to handle two reins independently .
mutation sentence,Useful for younger kids who do not usually have big enough hands or the ability to handle two reins independently .
mutation sentence,Useful for younger kids who do not typically have big enough hands or the ability to handle two reins independently .
mutation sentence,Useful for younger kids who do not generally have big enough hands or the ability to handle two reins independently .
mutation sentence,Useful for younger kids who do not already have big enough hands or the ability to handle two reins independently .
mutation sentence,Useful for younger kids who do not often have big enough hands or the ability to handle two reins independently .
mutation sentence,Useful for younger kids who do not currently have big enough hands or the ability to handle two reins independently .
mutation sentence,Useful for younger kids who do not have large big enough hands or the ability to handle two reins independently .

original sentence,I have to mention that i recently separated the father into another cage close to the ' nest cage ' because he and the mother were fighting .
wrong word,close 14
mutation sentence,I have to mention that i recently separated the father into another cage close to where the ' nest cage ' because he and the mother were fighting .

original sentence,"From 1998 onwards , from its inception Disney cruise has attracted many and continue to attract more and more ."
wrong word,more 19
mutation sentence,"From 1998 onwards , from its inception Disney cruise has attracted many and continue to attract them more and more ."
mutation sentence,"From 1998 onwards , from its inception Disney cruise has attracted many and continue to attract visitors more and more ."
mutation sentence,"From 1998 onwards , from its inception Disney cruise has attracted many and continue to attract people more and more ."
mutation sentence,"From 1998 onwards , from its inception Disney cruise has attracted many and continue to attract guests more and more ."

original sentence,How else can excellent be described for a business of this sort ?
wrong word,excellent 4
mutation sentence,How else it can excellent be described for a business of this sort ?

original sentence,"You charge SO MUCH , yet you use the same grounds over and over again ."
wrong word,MUCH 4
mutation sentence,"You all charge SO MUCH , yet you use the same grounds over and over again ."
mutation sentence,"You charge them SO MUCH , yet you use the same grounds over and over again ."
mutation sentence,"You charge it SO MUCH , yet you use the same grounds over and over again ."
mutation sentence,"You charge me SO MUCH , yet you use the same grounds over and over again ."
mutation sentence,"You charge you SO MUCH , yet you use the same grounds over and over again ."
mutation sentence,"You charge us SO MUCH , yet you use the same grounds over and over again ."
mutation sentence,"You charge him SO MUCH , yet you use the same grounds over and over again ."

original sentence,Even though I live pretty far from her office I still make the trip so my daughters will have the BEST !
wrong word,BEST 21
mutation sentence,Even though I live pretty far from her office I still make the trip so my daughters will have it the BEST !

original sentence,"He was prompt , knowledgable , friendly , clean and just an overall great guy who obviously cares about his business ."
wrong word,overall 13
mutation sentence,"He was prompt , socially knowledgable , friendly , clean and just an overall great guy who obviously cares about his business ."
mutation sentence,"He was prompt , knowledgable , very friendly , clean and just an overall great guy who obviously cares about his business ."
mutation sentence,"He was prompt , knowledgable , super friendly , clean and just an overall great guy who obviously cares about his business ."
mutation sentence,"He was prompt , knowledgable , really friendly , clean and just an overall great guy who obviously cares about his business ."
mutation sentence,"He was prompt , knowledgable , generally friendly , clean and just an overall great guy who obviously cares about his business ."
mutation sentence,"He was prompt , knowledgable , extremely friendly , clean and just an overall great guy who obviously cares about his business ."
mutation sentence,"He was prompt , knowledgable , friendly , exceptionally clean and just an overall great guy who obviously cares about his business ."
mutation sentence,"He was prompt , knowledgable , friendly , clean and just an overall great nice guy who obviously cares about his business ."
mutation sentence,"He was prompt , knowledgable , friendly , clean and just an overall great enough guy who obviously cares about his business ."
mutation sentence,"He was prompt , knowledgable , friendly , clean and just an overall great business guy who obviously cares about his business ."

original sentence,"Now , the best of that unique food comes at the very beginning of the meal ."
wrong word,very 12
mutation sentence,"Now , the very best of that unique food comes at the very beginning of the meal ."
mutation sentence,"Now , the best of that unique food comes out at the very beginning of the meal ."
mutation sentence,"Now , the best of that unique food comes up at the very beginning of the meal ."
mutation sentence,"Now , the best of that unique food comes at just the very beginning of the meal ."
mutation sentence,"Now , the best of that unique food comes at always the very beginning of the meal ."
mutation sentence,"Now , the best of that unique food comes at the very beginning of the family meal ."
mutation sentence,"Now , the best of that unique food comes at the very beginning of the morning meal ."



"pos from 形容 to 助词
"


"pos from 形容 to 并列连词
"


"pos from 形容 to 定冠
"


"pos from 形容 to 感叹
"
original sentence,Sorry I guess I did n't read it very well .
wrong word,Sorry 1
mutation sentence,Sorry I just guess I did n't read it very well .
mutation sentence,Sorry I guess I probably did n't read it very well .
mutation sentence,Sorry I guess I did n't I read it very well .
mutation sentence,Sorry I guess I did n't really read it very well .
mutation sentence,Sorry I guess I did n't even read it very well .
mutation sentence,Sorry I guess I did n't only read it very well .
mutation sentence,Sorry I guess I did n't read it very really well .
mutation sentence,Sorry I guess I did n't read it very well anyway .



"pos from 形容 to 名词
"
original sentence,Now the Electoral Commission is refusing to punish people for mere past Baath Party membership .
wrong word,past 12
mutation sentence,Now the Electoral Commission is refusing to punish people for their mere past Baath Party membership .

original sentence,"Over the past decade , Bangladesh has steadily moved into a state of lawlessness ."
wrong word,past 3
mutation sentence,"Over the past decade , northern Bangladesh has steadily moved into a state of lawlessness ."
mutation sentence,"Over the past decade , modern Bangladesh has steadily moved into a state of lawlessness ."

original sentence,"Amnesty chief spokesman Mike Blakemore said : "" It 's unbelievable that no one can account for 200,000 assault rifles ."
wrong word,chief 2
mutation sentence,"Amnesty chief spokesman Mike Blakemore said : "" It it 's unbelievable that no one can account for 200,000 assault rifles ."
mutation sentence,"Amnesty chief spokesman Mike Blakemore said : "" It just 's unbelievable that no one can account for 200,000 assault rifles ."
mutation sentence,"Amnesty chief spokesman Mike Blakemore said : "" It truly 's unbelievable that no one can account for 200,000 assault rifles ."
mutation sentence,"Amnesty chief spokesman Mike Blakemore said : "" It 's absolutely unbelievable that no one can account for 200,000 assault rifles ."
mutation sentence,"Amnesty chief spokesman Mike Blakemore said : "" It 's completely unbelievable that no one can account for 200,000 assault rifles ."
mutation sentence,"Amnesty chief spokesman Mike Blakemore said : "" It 's totally unbelievable that no one can account for 200,000 assault rifles ."
mutation sentence,"Amnesty chief spokesman Mike Blakemore said : "" It 's truly unbelievable that no one can account for 200,000 assault rifles ."
mutation sentence,"Amnesty chief spokesman Mike Blakemore said : "" It 's unbelievable though that no one can account for 200,000 assault rifles ."
mutation sentence,"Amnesty chief spokesman Mike Blakemore said : "" It 's unbelievable that absolutely no one can account for 200,000 assault rifles ."
mutation sentence,"Amnesty chief spokesman Mike Blakemore said : "" It 's unbelievable that basically no one can account for 200,000 assault rifles ."
mutation sentence,"Amnesty chief spokesman Mike Blakemore said : "" It 's unbelievable that apparently no one can account for 200,000 assault rifles ."
mutation sentence,"Amnesty chief spokesman Mike Blakemore said : "" It 's unbelievable that possibly no one can account for 200,000 assault rifles ."
mutation sentence,"Amnesty chief spokesman Mike Blakemore said : "" It 's unbelievable that no one can possibly account for 200,000 assault rifles ."
mutation sentence,"Amnesty chief spokesman Mike Blakemore said : "" It 's unbelievable that no one can honestly account for 200,000 assault rifles ."
mutation sentence,"Amnesty chief spokesman Mike Blakemore said : "" It 's unbelievable that no one can account accurately for 200,000 assault rifles ."
mutation sentence,"Amnesty chief spokesman Mike Blakemore said : "" It 's unbelievable that no one can account specifically for 200,000 assault rifles ."
mutation sentence,"Amnesty chief spokesman Mike Blakemore said : "" It 's unbelievable that no one can account for over 200,000 assault rifles ."
mutation sentence,"Amnesty chief spokesman Mike Blakemore said : "" It 's unbelievable that no one can account for about 200,000 assault rifles ."
mutation sentence,"Amnesty chief spokesman Mike Blakemore said : "" It 's unbelievable that no one can account for 200,000 American assault rifles ."
mutation sentence,"Amnesty chief spokesman Mike Blakemore said : "" It 's unbelievable that no one can account for 200,000 US assault rifles ."
mutation sentence,"Amnesty chief spokesman Mike Blakemore said : "" It 's unbelievable that no one can account for 200,000 Soviet assault rifles ."
mutation sentence,"Amnesty chief spokesman Mike Blakemore said : "" It 's unbelievable that no one can account for 200,000 assault sniper rifles ."

original sentence,"These states , as well as the Palestinian Authority , are the safe havens of the wholesale murder vendors ."
wrong word,wholesale 17
mutation sentence,"These states , as well as the Palestinian Authority , are the safe havens of the wholesale murder vendors worldwide ."

original sentence,* 4 . The fourth element of the current world conflict is the total breaking of all laws . *
wrong word,total 14
mutation sentence,* 4 . The fourth element of the current world conflict is the total breaking away of all laws . *
mutation sentence,* 4 . The fourth element of the current world conflict is the total breaking off of all laws . *
mutation sentence,* 4 . The fourth element of the current world conflict is the total breaking out of all laws . *

original sentence,"I think that it is a great idea to get some press regarding our fundamental operating standards , but I wonder about the most appropriate timing , enough of a global message and the means of delivery ."
wrong word,enough 28
mutation sentence,"I think that it is a great idea to get some press out regarding our fundamental operating standards , but I wonder about the most appropriate timing , enough of a global message and the means of delivery ."
mutation sentence,"I think that it is a great idea to get some press regarding our fundamental operating standards online , but I wonder about the most appropriate timing , enough of a global message and the means of delivery ."
mutation sentence,"I think that it is a great idea to get some press regarding our fundamental operating standards , but I wonder more about the most appropriate timing , enough of a global message and the means of delivery ."
mutation sentence,"I think that it is a great idea to get some press regarding our fundamental operating standards , but I wonder now about the most appropriate timing , enough of a global message and the means of delivery ."
mutation sentence,"I think that it is a great idea to get some press regarding our fundamental operating standards , but I wonder about the exact most appropriate timing , enough of a global message and the means of delivery ."
mutation sentence,"I think that it is a great idea to get some press regarding our fundamental operating standards , but I wonder about the second most appropriate timing , enough of a global message and the means of delivery ."
mutation sentence,"I think that it is a great idea to get some press regarding our fundamental operating standards , but I wonder about the most appropriate timing , enough of a global message and then the means of delivery ."
mutation sentence,"I think that it is a great idea to get some press regarding our fundamental operating standards , but I wonder about the most appropriate timing , enough of a global message and also the means of delivery ."
mutation sentence,"I think that it is a great idea to get some press regarding our fundamental operating standards , but I wonder about the most appropriate timing , enough of a global message and what the means of delivery ."
mutation sentence,"I think that it is a great idea to get some press regarding our fundamental operating standards , but I wonder about the most appropriate timing , enough of a global message and the means of delivery required ."

original sentence,"The most fundamental human right , after the necessities of food , clothing and shelter , is the right to affection and the supportive love of other human beings ."
wrong word,human 4
mutation sentence,"The most fundamental human right , after the necessities of food , clothing and animal shelter , is the right to affection and the supportive love of other human beings ."

original sentence,"More streamside willow and aspen have meant better habitat for beaver , for instance ."
wrong word,streamside 2
mutation sentence,"More streamside willow and swamp aspen have meant better habitat for beaver , for instance ."
mutation sentence,"More streamside willow and aspen have meant better breeding habitat for beaver , for instance ."
mutation sentence,"More streamside willow and aspen have meant better winter habitat for beaver , for instance ."
mutation sentence,"More streamside willow and aspen have meant better water habitat for beaver , for instance ."
mutation sentence,"More streamside willow and aspen have meant better hunting habitat for beaver , for instance ."
mutation sentence,"More streamside willow and aspen have meant better feeding habitat for beaver , for instance ."
mutation sentence,"More streamside willow and aspen have meant better fishing habitat for beaver , for instance ."
mutation sentence,"More streamside willow and aspen have meant better habitat for beaver , for instance recently ."

original sentence,"The long awaited relief you 've needed in your love life is around the corner , and by the end of the year you will feel much clearer about your partnerships in general ."
wrong word,general 33
mutation sentence,"The long awaited relief you 've needed in your love life is around the corner , and by the end of the year you will feel much clearer about all your partnerships in general ."
mutation sentence,"The long awaited relief you 've needed in your love life is around the corner , and by the end of the year you will feel much clearer about your professional partnerships in general ."

original sentence,"This threat exists not merely on a military level , though China could force a confrontation in the Pacific by way of Taiwan ."
wrong word,military 8
mutation sentence,"This potential threat exists not merely on a military level , though China could force a confrontation in the Pacific by way of Taiwan ."
mutation sentence,"This new threat exists not merely on a military level , though China could force a confrontation in the Pacific by way of Taiwan ."
mutation sentence,"This Chinese threat exists not merely on a military level , though China could force a confrontation in the Pacific by way of Taiwan ."
mutation sentence,"This possible threat exists not merely on a military level , though China could force a confrontation in the Pacific by way of Taiwan ."
mutation sentence,"This security threat exists not merely on a military level , though China could force a confrontation in the Pacific by way of Taiwan ."
mutation sentence,"This common threat exists not merely on a military level , though China could force a confrontation in the Pacific by way of Taiwan ."
mutation sentence,"This global threat exists not merely on a military level , though China could force a confrontation in the Pacific by way of Taiwan ."
mutation sentence,"This strategic threat exists not merely on a military level , though China could force a confrontation in the Pacific by way of Taiwan ."
mutation sentence,"This growing threat exists not merely on a military level , though China could force a confrontation in the Pacific by way of Taiwan ."
mutation sentence,"This threat also exists not merely on a military level , though China could force a confrontation in the Pacific by way of Taiwan ."
mutation sentence,"This threat now exists not merely on a military level , though China could force a confrontation in the Pacific by way of Taiwan ."
mutation sentence,"This threat currently exists not merely on a military level , though China could force a confrontation in the Pacific by way of Taiwan ."
mutation sentence,"This threat clearly exists not merely on a military level , though China could force a confrontation in the Pacific by way of Taiwan ."
mutation sentence,"This threat likely exists not merely on a military level , though China could force a confrontation in the Pacific by way of Taiwan ."
mutation sentence,"This threat certainly exists not merely on a military level , though China could force a confrontation in the Pacific by way of Taiwan ."
mutation sentence,"This threat therefore exists not merely on a military level , though China could force a confrontation in the Pacific by way of Taiwan ."
mutation sentence,"This threat thus exists not merely on a military level , though China could force a confrontation in the Pacific by way of Taiwan ."
mutation sentence,"This threat exists not merely only on a military level , though China could force a confrontation in the Pacific by way of Taiwan ."
mutation sentence,"This threat exists not merely solely on a military level , though China could force a confrontation in the Pacific by way of Taiwan ."
mutation sentence,"This threat exists not merely just on a military level , though China could force a confrontation in the Pacific by way of Taiwan ."
mutation sentence,"This threat exists not merely simply on a military level , though China could force a confrontation in the Pacific by way of Taiwan ."
mutation sentence,"This threat exists not merely on just a military level , though China could force a confrontation in the Pacific by way of Taiwan ."
mutation sentence,"This threat exists not merely on a military level however , though China could force a confrontation in the Pacific by way of Taiwan ."
mutation sentence,"This threat exists not merely on a military level though , though China could force a confrontation in the Pacific by way of Taiwan ."
mutation sentence,"This threat exists not merely on a military level , even though China could force a confrontation in the Pacific by way of Taiwan ."
mutation sentence,"This threat exists not merely on a military level , especially though China could force a confrontation in the Pacific by way of Taiwan ."
mutation sentence,"This threat exists not merely on a military level , though since China could force a confrontation in the Pacific by way of Taiwan ."
mutation sentence,"This threat exists not merely on a military level , though mainland China could force a confrontation in the Pacific by way of Taiwan ."
mutation sentence,"This threat exists not merely on a military level , though China also could force a confrontation in the Pacific by way of Taiwan ."
mutation sentence,"This threat exists not merely on a military level , though China potentially could force a confrontation in the Pacific by way of Taiwan ."
mutation sentence,"This threat exists not merely on a military level , though China likely could force a confrontation in the Pacific by way of Taiwan ."
mutation sentence,"This threat exists not merely on a military level , though China could potentially force a confrontation in the Pacific by way of Taiwan ."
mutation sentence,"This threat exists not merely on a military level , though China could force out a confrontation in the Pacific by way of Taiwan ."
mutation sentence,"This threat exists not merely on a military level , though China could force even a confrontation in the Pacific by way of Taiwan ."
mutation sentence,"This threat exists not merely on a military level , though China could force a strategic confrontation in the Pacific by way of Taiwan ."
mutation sentence,"This threat exists not merely on a military level , though China could force a maritime confrontation in the Pacific by way of Taiwan ."
mutation sentence,"This threat exists not merely on a military level , though China could force a confrontation in both the Pacific by way of Taiwan ."
mutation sentence,"This threat exists not merely on a military level , though China could force a confrontation in the South Pacific by way of Taiwan ."
mutation sentence,"This threat exists not merely on a military level , though China could force a confrontation in the western Pacific by way of Taiwan ."
mutation sentence,"This threat exists not merely on a military level , though China could force a confrontation in the Western Pacific by way of Taiwan ."
mutation sentence,"This threat exists not merely on a military level , though China could force a confrontation in the North Pacific by way of Taiwan ."
mutation sentence,"This threat exists not merely on a military level , though China could force a confrontation in the Southwest Pacific by way of Taiwan ."
mutation sentence,"This threat exists not merely on a military level , though China could force a confrontation in the southern Pacific by way of Taiwan ."
mutation sentence,"This threat exists not merely on a military level , though China could force a confrontation in the central Pacific by way of Taiwan ."
mutation sentence,"This threat exists not merely on a military level , though China could force a confrontation in the Pacific by way of Taiwan instead ."

original sentence,My myTouch 4G crashes with most custom ROMs I install .
wrong word,custom 7
mutation sentence,My / myTouch 4G crashes with most custom ROMs I install .
mutation sentence,My myTouch / 4G crashes with most custom ROMs I install .
mutation sentence,My myTouch 4G crashes even with most custom ROMs I install .
mutation sentence,My myTouch 4G crashes easily with most custom ROMs I install .
mutation sentence,My myTouch 4G crashes together with most custom ROMs I install .
mutation sentence,My myTouch 4G crashes simultaneously with most custom ROMs I install .
mutation sentence,My myTouch 4G crashes with most custom ROMs I could install .
mutation sentence,My myTouch 4G crashes with most custom ROMs I ever install .
mutation sentence,My myTouch 4G crashes with most custom ROMs I install here .
mutation sentence,My myTouch 4G crashes with most custom ROMs I install online .
mutation sentence,My myTouch 4G crashes with most custom ROMs I install there .
mutation sentence,My myTouch 4G crashes with most custom ROMs I install now .

original sentence,My brother said they only had full - auto and semiautomatic during Vietnam .
wrong word,semiautomatic 11
mutation sentence,My older brother said they only had full - auto and semiautomatic during Vietnam .
mutation sentence,My little brother said they only had full - auto and semiautomatic during Vietnam .
mutation sentence,My younger brother said they only had full - auto and semiautomatic during Vietnam .
mutation sentence,My oldest brother said they only had full - auto and semiautomatic during Vietnam .
mutation sentence,My big brother said they only had full - auto and semiautomatic during Vietnam .
mutation sentence,My kid brother said they only had full - auto and semiautomatic during Vietnam .
mutation sentence,My other brother said they only had full - auto and semiautomatic during Vietnam .
mutation sentence,My youngest brother said they only had full - auto and semiautomatic during Vietnam .
mutation sentence,My own brother said they only had full - auto and semiautomatic during Vietnam .
mutation sentence,My twin brother said they only had full - auto and semiautomatic during Vietnam .
mutation sentence,My brother always said they only had full - auto and semiautomatic during Vietnam .
mutation sentence,My brother had said they only had full - auto and semiautomatic during Vietnam .
mutation sentence,My brother also said they only had full - auto and semiautomatic during Vietnam .
mutation sentence,My brother Mike said they only had full - auto and semiautomatic during Vietnam .
mutation sentence,My brother Joe said they only had full - auto and semiautomatic during Vietnam .
mutation sentence,My brother Frank said they only had full - auto and semiautomatic during Vietnam .
mutation sentence,My brother Paul said they only had full - auto and semiautomatic during Vietnam .
mutation sentence,My brother Larry said they only had full - auto and semiautomatic during Vietnam .
mutation sentence,My brother once said they only had full - auto and semiautomatic during Vietnam .
mutation sentence,My brother said that they only had full - auto and semiautomatic during Vietnam .
mutation sentence,My brother said they really only had full - auto and semiautomatic during Vietnam .
mutation sentence,My brother said they probably only had full - auto and semiautomatic during Vietnam .
mutation sentence,My brother said they actually only had full - auto and semiautomatic during Vietnam .
mutation sentence,My brother said they both only had full - auto and semiautomatic during Vietnam .
mutation sentence,My brother said they all only had full - auto and semiautomatic during Vietnam .
mutation sentence,My brother said they still only had full - auto and semiautomatic during Vietnam .
mutation sentence,My brother said they only ever had full - auto and semiautomatic during Vietnam .
mutation sentence,My brother said they only really had full - auto and semiautomatic during Vietnam .

original sentence,My general convince your parents to let you get a reptile advice :
wrong word,general 2
mutation sentence,My general convince your human parents to let you get a reptile advice :
mutation sentence,My general convince your parents now to let you get a reptile advice :
mutation sentence,My general convince your parents to please let you get a reptile advice :

original sentence,i have a 1 and a half year old male neutered cat and a new 2 month old spayed female kitten .
wrong word,male 10
mutation sentence,i . have a 1 and a half year old male neutered cat and a new 2 month old spayed female kitten .
mutation sentence,i have both a 1 and a half year old male neutered cat and a new 2 month old spayed female kitten .
mutation sentence,i have also a 1 and a half year old male neutered cat and a new 2 month old spayed female kitten .
mutation sentence,i have a 1 and a half year old male neutered black cat and a new 2 month old spayed female kitten .
mutation sentence,i have a 1 and a half year old male neutered cat and a new 2 month old male spayed female kitten .
mutation sentence,i have a 1 and a half year old male neutered cat and a new 2 month old female spayed female kitten .
mutation sentence,i have a 1 and a half year old male neutered cat and a new 2 month old spayed baby female kitten .

original sentence,The girl has either pink or brown .
wrong word,pink 5
mutation sentence,The girl usually has either pink or brown .
mutation sentence,The girl also has either pink or brown .
mutation sentence,The girl always has either pink or brown .
mutation sentence,The girl typically has either pink or brown .
mutation sentence,The girl generally has either pink or brown .
mutation sentence,The girl often has either pink or brown .
mutation sentence,The girl normally has either pink or brown .
mutation sentence,The girl only has either pink or brown .
mutation sentence,The girl has on either pink or brown .
mutation sentence,The girl has either pink or light brown .
wrong word,brown 7
mutation sentence,The girl usually has either pink or brown .
mutation sentence,The girl always has either pink or brown .
mutation sentence,The girl typically has either pink or brown .
mutation sentence,The girl generally has either pink or brown .
mutation sentence,The girl often has either pink or brown .
mutation sentence,The girl normally has either pink or brown .
mutation sentence,The girl only has either pink or brown .

original sentence,If you wish to pick eggs make a acrylic spawning mop .
wrong word,acrylic 9
mutation sentence,If indeed you wish to pick eggs make a acrylic spawning mop .
mutation sentence,If you still wish to pick eggs make a acrylic spawning mop .
mutation sentence,If you do wish to pick eggs make a acrylic spawning mop .
mutation sentence,If you really wish to pick eggs make a acrylic spawning mop .
mutation sentence,If you ever wish to pick eggs make a acrylic spawning mop .
mutation sentence,If you only wish to pick eggs make a acrylic spawning mop .
mutation sentence,If you would wish to pick eggs make a acrylic spawning mop .
mutation sentence,If you also wish to pick eggs make a acrylic spawning mop .
mutation sentence,If you will wish to pick eggs make a acrylic spawning mop .
