all_test_sen_num,c_n_same_sen_num,filtered_mut_num,cnm_100_num,cnm_000_num,cnm_001_num,cnm_010_num
10119,570546,795696,6663,5883,2674,224904


"pos from 形容 to 形容
"


"pos from 形容 to 介词
"
mutation sentence,"We have been able to keep ENA 's direct group expenses flat year on year , we are trying hard now to keep the corporate allocation flat year to year as well ."
mutation sentence,"We have been able to keep ENA 's direct group expenses flat year on year , we are trying hard not to keep the corporate allocation flat year to year as well ."
mutation sentence,"We have been able to keep ENA 's direct group expenses flat year on year , we are trying hard also to keep the corporate allocation flat year to year as well ."
mutation sentence,"We have been able to keep ENA 's direct group expenses flat year on year , we are trying hard today to keep the corporate allocation flat year to year as well ."
mutation sentence,"We have been able to keep ENA 's direct group expenses flat year on year , we are trying hard however to keep the corporate allocation flat year to year as well ."
mutation sentence,"We have been able to keep ENA 's direct group expenses flat year on year , we are trying hard here to keep the corporate allocation flat year to year as well ."
mutation sentence,"We have been able to keep ENA 's direct group expenses flat year on year , we are trying hard again to keep the corporate allocation flat year to year as well ."
mutation sentence,"We have been able to keep ENA 's direct group expenses flat year on year , we are trying hard though to keep the corporate allocation flat year to year as well ."
mutation sentence,"We have been able to keep ENA 's direct group expenses flat year on year , we are trying hard to also keep the corporate allocation flat year to year as well ."
mutation sentence,"We have been able to keep ENA 's direct group expenses flat year on year , we are trying hard to successfully keep the corporate allocation flat year to year as well ."
mutation sentence,"We have been able to keep ENA 's direct group expenses flat year on year , we are trying hard to consistently keep the corporate allocation flat year to year as well ."
mutation sentence,"We have been able to keep ENA 's direct group expenses flat year on year , we are trying hard to always keep the corporate allocation flat year to year as well ."
mutation sentence,"We have been able to keep ENA 's direct group expenses flat year on year , we are trying hard to still keep the corporate allocation flat year to year as well ."
mutation sentence,"We have been able to keep ENA 's direct group expenses flat year on year , we are trying hard to continuously keep the corporate allocation flat year to year as well ."
mutation sentence,"We have been able to keep ENA 's direct group expenses flat year on year , we are trying hard to better keep the corporate allocation flat year to year as well ."
mutation sentence,"We have been able to keep ENA 's direct group expenses flat year on year , we are trying hard to actually keep the corporate allocation flat year to year as well ."

original sentence,Either fax or someone else works fine .
wrong word,fine
mutation sentence,Either fax or someone else works just fine .
mutation sentence,Either fax or someone else works out fine .

original sentence,So much for resting on our laurels .?
wrong word,much
mutation sentence,So very much for resting on our laurels .?
mutation sentence,So much for not resting on our laurels .?
mutation sentence,So much for just resting on our laurels .?
mutation sentence,So much for always resting on our laurels .?
mutation sentence,So much for simply resting on our laurels .?
mutation sentence,So much for resting us on our laurels .?
mutation sentence,So much for resting back on our laurels .?
mutation sentence,So much for resting them on our laurels .?
mutation sentence,So much for resting comfortably on our laurels .?
mutation sentence,So much for resting together on our laurels .?
mutation sentence,So much for resting forever on our laurels .?
mutation sentence,So much for resting on our laurels again .?

original sentence,"Took me a little longer to review and revise Adam 's first drafts than I had thought ( there 's a lot going on here , as you 'll see soon ) ."
wrong word,longer
mutation sentence,"Took me a little longer to thoroughly review and revise Adam 's first drafts than I had thought ( there 's a lot going on here , as you 'll see soon ) ."
mutation sentence,"Took me a little longer to fully review and revise Adam 's first drafts than I had thought ( there 's a lot going on here , as you 'll see soon ) ."
mutation sentence,"Took me a little longer to carefully review and revise Adam 's first drafts than I had thought ( there 's a lot going on here , as you 'll see soon ) ."
mutation sentence,"Took me a little longer to completely review and revise Adam 's first drafts than I had thought ( there 's a lot going on here , as you 'll see soon ) ."
mutation sentence,"Took me a little longer to actually review and revise Adam 's first drafts than I had thought ( there 's a lot going on here , as you 'll see soon ) ."
mutation sentence,"Took me a little longer to really review and revise Adam 's first drafts than I had thought ( there 's a lot going on here , as you 'll see soon ) ."
mutation sentence,"Took me a little longer to personally review and revise Adam 's first drafts than I had thought ( there 's a lot going on here , as you 'll see soon ) ."

original sentence,"In which case , the only cost to Enron is the internal cost incurred to understand better the risks of getting fingered ."
wrong word,better
mutation sentence,"In which case , the only cost to Enron is the internal cost incurred to understand ever better the risks of getting fingered ."
mutation sentence,"In which case , the only cost to Enron is the internal cost incurred to understand better well the risks of getting fingered ."

original sentence,"More like a cohesive society with a shared sense of purpose , who can identify Us and Them ?"
wrong word,More
mutation sentence,"More like in a cohesive society with a shared sense of purpose , who can identify Us and Them ?"
mutation sentence,"More like In a cohesive society with a shared sense of purpose , who can identify Us and Them ?"
mutation sentence,"More like as a cohesive society with a shared sense of purpose , who can identify Us and Them ?"
mutation sentence,"More like without a cohesive society with a shared sense of purpose , who can identify Us and Them ?"
mutation sentence,"More like with a cohesive society with a shared sense of purpose , who can identify Us and Them ?"
mutation sentence,"More like a very cohesive society with a shared sense of purpose , who can identify Us and Them ?"
mutation sentence,"More like a truly cohesive society with a shared sense of purpose , who can identify Us and Them ?"
mutation sentence,"More like a less cohesive society with a shared sense of purpose , who can identify Us and Them ?"
mutation sentence,"More like a loosely cohesive society with a shared sense of purpose , who can identify Us and Them ?"

original sentence,The bill reduces ISS operations by $ 120 million due to the continued reduced capability of the ISS for at least half of FY05 .
wrong word,least
mutation sentence,The bill reduces ISS operations by $ 120 million due to the continued reduced capability of the ISS for at least the half of FY05 .

original sentence,"A warm , gentle breeze swirls around your body and relaxes you even more ."
wrong word,more
mutation sentence,"A warm , gentle breeze swirls around your body and relaxes you even more so ."

original sentence,"If I love cats so much , why are n't I DOING something ???"
wrong word,much
mutation sentence,"If only I love cats so much , why are n't I DOING something ???"
mutation sentence,"If suddenly I love cats so much , why are n't I DOING something ???"
mutation sentence,"If somehow I love cats so much , why are n't I DOING something ???"
mutation sentence,"If that I love cats so much , why are n't I DOING something ???"
mutation sentence,"If ? I love cats so much , why are n't I DOING something ???"
mutation sentence,"If I do love cats so much , why are n't I DOING something ???"
mutation sentence,"If I just love cats so much , why are n't I DOING something ???"
mutation sentence,"If I still love cats so much , why are n't I DOING something ???"
mutation sentence,"If I can love cats so much , why are n't I DOING something ???"
mutation sentence,"If I only love cats so much , why are n't I DOING something ???"
mutation sentence,"If I should love cats so much , why are n't I DOING something ???"
mutation sentence,"If I already love cats so much , why are n't I DOING something ???"
mutation sentence,"If I could love cats so much , why are n't I DOING something ???"
mutation sentence,"If I love my cats so much , why are n't I DOING something ???"
mutation sentence,"If I love the cats so much , why are n't I DOING something ???"
mutation sentence,"If I love these cats so much , why are n't I DOING something ???"
mutation sentence,"If I love those cats so much , why are n't I DOING something ???"
mutation sentence,"If I love our cats so much , why are n't I DOING something ???"
mutation sentence,"If I love your cats so much , why are n't I DOING something ???"
mutation sentence,"If I love cats just so much , why are n't I DOING something ???"
mutation sentence,"If I love cats only so much , why are n't I DOING something ???"
mutation sentence,"If I love cats here so much , why are n't I DOING something ???"
mutation sentence,"If I love cats ever so much , why are n't I DOING something ???"
mutation sentence,"If I love cats so very much , why are n't I DOING something ???"
mutation sentence,"If I love cats so terribly much , why are n't I DOING something ???"
mutation sentence,"If I love cats so goddamn much , why are n't I DOING something ???"
mutation sentence,"If I love cats so much too , why are n't I DOING something ???"
mutation sentence,"If I love cats so much anyway , why are n't I DOING something ???"
mutation sentence,"If I love cats so much today , why are n't I DOING something ???"
mutation sentence,"If I love cats so much though , why are n't I DOING something ???"
mutation sentence,"If I love cats so much , then why are n't I DOING something ???"
mutation sentence,"If I love cats so much , why then are n't I DOING something ???"
mutation sentence,"If I love cats so much , why are a n't I DOING something ???"
mutation sentence,"If I love cats so much , why are u n't I DOING something ???"
mutation sentence,"If I love cats so much , why are n't that I DOING something ???"
mutation sentence,"If I love cats so much , why are n't I just DOING something ???"
mutation sentence,"If I love cats so much , why are n't I always DOING something ???"
mutation sentence,"If I love cats so much , why are n't I ever DOING something ???"
mutation sentence,"If I love cats so much , why are n't I already DOING something ???"
mutation sentence,"If I love cats so much , why are n't I not DOING something ???"
mutation sentence,"If I love cats so much , why are n't I ? DOING something ???"
mutation sentence,"If I love cats so much , why are n't I really DOING something ???"
mutation sentence,"If I love cats so much , why are n't I still DOING something ???"
mutation sentence,"If I love cats so much , why are n't I even DOING something ???"
mutation sentence,"If I love cats so much , why are n't I DOING something ? ???"

original sentence,"This tug - of - war over calculating economic values is the one that ultimately will have to be decided by humans , because animals and plants can adjust only so much ."
wrong word,much
mutation sentence,"This tug - of - war over calculating economic values is the one that ultimately will have to be decided by humans , because animals and plants can adjust only so very much ."

original sentence,You may need to play it cool and curb your spending .
wrong word,cool
mutation sentence,You may need to play it cool today and curb your spending .
mutation sentence,You may need to play it cool now and curb your spending .

original sentence,"2005 sees you expanding your intuitive and psychic skills even more , Aquarius ."
wrong word,more
mutation sentence,"2005 sees you expanding your intuitive and the psychic skills even more , Aquarius ."
mutation sentence,"2005 sees you expanding your intuitive and psychic skills even some more , Aquarius ."
mutation sentence,"2005 sees you expanding your intuitive and psychic skills even far more , Aquarius ."

original sentence,"The Abramoff scandal threatens to subsume all the hard - fought GOP gains in Congress , and the 2006 midterms are less than a year away ."
wrong word,hard
mutation sentence,"The Abramoff scandal threatens to subsume all the previous hard - fought GOP gains in Congress , and the 2006 midterms are less than a year away ."
mutation sentence,"The Abramoff scandal threatens to subsume all the previously hard - fought GOP gains in Congress , and the 2006 midterms are less than a year away ."
mutation sentence,"The Abramoff scandal threatens to subsume all the last hard - fought GOP gains in Congress , and the 2006 midterms are less than a year away ."
mutation sentence,"The Abramoff scandal threatens to subsume all the earlier hard - fought GOP gains in Congress , and the 2006 midterms are less than a year away ."
mutation sentence,"The Abramoff scandal threatens to subsume all the already hard - fought GOP gains in Congress , and the 2006 midterms are less than a year away ."
mutation sentence,"The Abramoff scandal threatens to subsume all the prior hard - fought GOP gains in Congress , and the 2006 midterms are less than a year away ."
mutation sentence,"The Abramoff scandal threatens to subsume all the remaining hard - fought GOP gains in Congress , and the 2006 midterms are less than a year away ."
mutation sentence,"The Abramoff scandal threatens to subsume all the recently hard - fought GOP gains in Congress , and the 2006 midterms are less than a year away ."
mutation sentence,"The Abramoff scandal threatens to subsume all the hard - fought 2005 GOP gains in Congress , and the 2006 midterms are less than a year away ."
mutation sentence,"The Abramoff scandal threatens to subsume all the hard - fought 2006 GOP gains in Congress , and the 2006 midterms are less than a year away ."
mutation sentence,"The Abramoff scandal threatens to subsume all the hard - fought Democratic GOP gains in Congress , and the 2006 midterms are less than a year away ."
mutation sentence,"The Abramoff scandal threatens to subsume all the hard - fought 2004 GOP gains in Congress , and the 2006 midterms are less than a year away ."
mutation sentence,"The Abramoff scandal threatens to subsume all the hard - fought recent GOP gains in Congress , and the 2006 midterms are less than a year away ."
mutation sentence,"The Abramoff scandal threatens to subsume all the hard - fought Republican GOP gains in Congress , and the 2006 midterms are less than a year away ."
mutation sentence,"The Abramoff scandal threatens to subsume all the hard - fought 2002 GOP gains in Congress , and the 2006 midterms are less than a year away ."
mutation sentence,"The Abramoff scandal threatens to subsume all the hard - fought deep GOP gains in Congress , and the 2006 midterms are less than a year away ."
mutation sentence,"The Abramoff scandal threatens to subsume all the hard - fought GOP electoral gains in Congress , and the 2006 midterms are less than a year away ."
mutation sentence,"The Abramoff scandal threatens to subsume all the hard - fought GOP Democratic gains in Congress , and the 2006 midterms are less than a year away ."
mutation sentence,"The Abramoff scandal threatens to subsume all the hard - fought GOP political gains in Congress , and the 2006 midterms are less than a year away ."
mutation sentence,"The Abramoff scandal threatens to subsume all the hard - fought GOP Republican gains in Congress , and the 2006 midterms are less than a year away ."
mutation sentence,"The Abramoff scandal threatens to subsume all the hard - fought GOP legislative gains in Congress , and the 2006 midterms are less than a year away ."
mutation sentence,"The Abramoff scandal threatens to subsume all the hard - fought GOP net gains in Congress , and the 2006 midterms are less than a year away ."
mutation sentence,"The Abramoff scandal threatens to subsume all the hard - fought GOP primary gains in Congress , and the 2006 midterms are less than a year away ."

original sentence,More like the French than he would care to admit
wrong word,More
mutation sentence,More like among the French than he would care to admit

original sentence,if so how quick will she adapt to a litter box inside ?
wrong word,quick
mutation sentence,if so how very quick will she adapt to a litter box inside ?
mutation sentence,if so how quick will not she adapt to a litter box inside ?
mutation sentence,if so how quick will she really adapt to a litter box inside ?
mutation sentence,if so how quick will she truly adapt to a litter box inside ?
mutation sentence,if so how quick will she actually adapt to a litter box inside ?
mutation sentence,if so how quick will she naturally adapt to a litter box inside ?
mutation sentence,if so how quick will she quickly adapt to a litter box inside ?
mutation sentence,if so how quick will she adapt herself to a litter box inside ?
mutation sentence,if so how quick will she adapt itself to a litter box inside ?
mutation sentence,if so how quick will she adapt it to a litter box inside ?
mutation sentence,if so how quick will she adapt her to a litter box inside ?

original sentence,Even a cotton cloth ( I like diapers ) that is barely damp w water will work fine .
wrong word,fine
mutation sentence,Even a cotton cloth ( I like diapers ) that is barely damp w water will work fine again .

original sentence,( It 's indoors and outdoors ! )
wrong word,indoors
mutation sentence,( It 's indoors ! and outdoors ! )
mutation sentence,( It 's indoors and no outdoors ! )
mutation sentence,( It 's indoors and the outdoors ! )
wrong word,outdoors
mutation sentence,( It 's indoors ! and outdoors ! )
mutation sentence,( It 's indoors and no outdoors ! )
mutation sentence,( It 's indoors and the outdoors ! )

original sentence,( it 's all outdoors and the pictures are only a fourth of the real Everland ! )
wrong word,outdoors
mutation sentence,( So it 's all outdoors and the pictures are only a fourth of the real Everland ! )
mutation sentence,( it really 's all outdoors and the pictures are only a fourth of the real Everland ! )
mutation sentence,( it actually 's all outdoors and the pictures are only a fourth of the real Everland ! )
mutation sentence,( it still 's all outdoors and the pictures are only a fourth of the real Everland ! )
mutation sentence,( it 's actually all outdoors and the pictures are only a fourth of the real Everland ! )
mutation sentence,( it 's almost all outdoors and the pictures are only a fourth of the real Everland ! )
mutation sentence,( it 's still all outdoors and the pictures are only a fourth of the real Everland ! )
mutation sentence,( it 's now all outdoors and the pictures are only a fourth of the real Everland ! )
mutation sentence,( it 's basically all outdoors and the pictures are only a fourth of the real Everland ! )
mutation sentence,( it 's practically all outdoors and the pictures are only a fourth of the real Everland ! )
mutation sentence,( it 's literally all outdoors and the pictures are only a fourth of the real Everland ! )
mutation sentence,( it 's all just outdoors and the pictures are only a fourth of the real Everland ! )
mutation sentence,( it 's all outdoors and so the pictures are only a fourth of the real Everland ! )
mutation sentence,( it 's all outdoors and even the pictures are only a fourth of the real Everland ! )
mutation sentence,( it 's all outdoors and thus the pictures are only a fourth of the real Everland ! )
mutation sentence,( it 's all outdoors and therefore the pictures are only a fourth of the real Everland ! )
mutation sentence,( it 's all outdoors and yet the pictures are only a fourth of the real Everland ! )
mutation sentence,( it 's all outdoors and the motion pictures are only a fourth of the real Everland ! )
mutation sentence,( it 's all outdoors and the moving pictures are only a fourth of the real Everland ! )
mutation sentence,( it 's all outdoors and the movie pictures are only a fourth of the real Everland ! )
mutation sentence,( it 's all outdoors and the TV pictures are only a fourth of the real Everland ! )
mutation sentence,( it 's all outdoors and the still pictures are only a fourth of the real Everland ! )
mutation sentence,( it 's all outdoors and the pictures here are only a fourth of the real Everland ! )
mutation sentence,( it 's all outdoors and the pictures inside are only a fourth of the real Everland ! )
mutation sentence,( it 's all outdoors and the pictures below are only a fourth of the real Everland ! )
mutation sentence,( it 's all outdoors and the pictures outside are only a fourth of the real Everland ! )

original sentence,"You should be fine with just a passport , unless you 're staying longer than six months ."
wrong word,longer
mutation sentence,"You should be fine with just a passport , unless you 're staying longer than another six months ."
mutation sentence,"You should be fine with just a passport , unless you 're staying longer than every six months ."
mutation sentence,"You should be fine with just a passport , unless you 're staying longer than like six months ."

original sentence,Wakes are common both north and south of the boarder with Protestants and Catholics alike .
wrong word,alike
mutation sentence,Wakes today are common both north and south of the boarder with Protestants and Catholics alike .
mutation sentence,Wakes are also common both north and south of the boarder with Protestants and Catholics alike .
mutation sentence,Wakes are common in both north and south of the boarder with Protestants and Catholics alike .
mutation sentence,Wakes are common on both north and south of the boarder with Protestants and Catholics alike .
mutation sentence,Wakes are common at both north and south of the boarder with Protestants and Catholics alike .
mutation sentence,Wakes are common the both north and south of the boarder with Protestants and Catholics alike .
mutation sentence,Wakes are common both on north and south of the boarder with Protestants and Catholics alike .
mutation sentence,Wakes are common both at north and south of the boarder with Protestants and Catholics alike .
mutation sentence,Wakes are common both from north and south of the boarder with Protestants and Catholics alike .
mutation sentence,Wakes are common both north and south of the cross boarder with Protestants and Catholics alike .
mutation sentence,Wakes are common both north and south of the boarder with local Protestants and Catholics alike .

original sentence,You may be able to do better on the rates if you request competitive quotes via CruiseCompete ) .
wrong word,better
mutation sentence,You may be able to do even better on the rates if you request competitive quotes via CruiseCompete ) .
mutation sentence,You may be able to do far better on the rates if you request competitive quotes via CruiseCompete ) .
mutation sentence,You may be able to do better based on the rates if you request competitive quotes via CruiseCompete ) .
mutation sentence,You may be able to do better depending on the rates if you request competitive quotes via CruiseCompete ) .
mutation sentence,You may be able to do better on the premium rates if you request competitive quotes via CruiseCompete ) .
mutation sentence,You may be able to do better on the above rates if you request competitive quotes via CruiseCompete ) .

original sentence,"We feed the chickens scraps of veggies and fruits throughout the day , but it 's nothing that a rabbit would n't be able to digest just fine ."
wrong word,fine
mutation sentence,"We feed the chickens scraps of veggies and fruits throughout the day , but it 's nothing that even a rabbit would n't be able to digest just fine ."
mutation sentence,"We feed the chickens scraps of veggies and fruits throughout the day , but it 's nothing that a hungry rabbit would n't be able to digest just fine ."
mutation sentence,"We feed the chickens scraps of veggies and fruits throughout the day , but it 's nothing that a rabbit would n't never be able to digest just fine ."
mutation sentence,"We feed the chickens scraps of veggies and fruits throughout the day , but it 's nothing that a rabbit would n't be better able to digest just fine ."
mutation sentence,"We feed the chickens scraps of veggies and fruits throughout the day , but it 's nothing that a rabbit would n't be able not to digest just fine ."
mutation sentence,"We feed the chickens scraps of veggies and fruits throughout the day , but it 's nothing that a rabbit would n't be able just to digest just fine ."
mutation sentence,"We feed the chickens scraps of veggies and fruits throughout the day , but it 's nothing that a rabbit would n't be able enough to digest just fine ."
mutation sentence,"We feed the chickens scraps of veggies and fruits throughout the day , but it 's nothing that a rabbit would n't be able now to digest just fine ."
mutation sentence,"We feed the chickens scraps of veggies and fruits throughout the day , but it 's nothing that a rabbit would n't be able somehow to digest just fine ."
mutation sentence,"We feed the chickens scraps of veggies and fruits throughout the day , but it 's nothing that a rabbit would n't be able to quickly digest just fine ."
mutation sentence,"We feed the chickens scraps of veggies and fruits throughout the day , but it 's nothing that a rabbit would n't be able to just digest just fine ."
mutation sentence,"We feed the chickens scraps of veggies and fruits throughout the day , but it 's nothing that a rabbit would n't be able to instantly digest just fine ."
mutation sentence,"We feed the chickens scraps of veggies and fruits throughout the day , but it 's nothing that a rabbit would n't be able to digest just fine anyway ."
mutation sentence,"We feed the chickens scraps of veggies and fruits throughout the day , but it 's nothing that a rabbit would n't be able to digest just fine with ."
mutation sentence,"We feed the chickens scraps of veggies and fruits throughout the day , but it 's nothing that a rabbit would n't be able to digest just fine without ."
mutation sentence,"We feed the chickens scraps of veggies and fruits throughout the day , but it 's nothing that a rabbit would n't be able to digest just fine otherwise ."
mutation sentence,"We feed the chickens scraps of veggies and fruits throughout the day , but it 's nothing that a rabbit would n't be able to digest just fine itself ."
mutation sentence,"We feed the chickens scraps of veggies and fruits throughout the day , but it 's nothing that a rabbit would n't be able to digest just fine already ."
mutation sentence,"We feed the chickens scraps of veggies and fruits throughout the day , but it 's nothing that a rabbit would n't be able to digest just fine too ."
mutation sentence,"We feed the chickens scraps of veggies and fruits throughout the day , but it 's nothing that a rabbit would n't be able to digest just fine now ."
mutation sentence,"We feed the chickens scraps of veggies and fruits throughout the day , but it 's nothing that a rabbit would n't be able to digest just fine today ."
mutation sentence,"We feed the chickens scraps of veggies and fruits throughout the day , but it 's nothing that a rabbit would n't be able to digest just fine himself ."

original sentence,Usually you ca n't go wrong when getting a spa treatment ......
wrong word,wrong
mutation sentence,Usually if you ca n't go wrong when getting a spa treatment ......
mutation sentence,Usually what you ca n't go wrong when getting a spa treatment ......
mutation sentence,Usually you can ca n't go wrong when getting a spa treatment ......
mutation sentence,Usually you just ca n't go wrong when getting a spa treatment ......
mutation sentence,Usually you should ca n't go wrong when getting a spa treatment ......
mutation sentence,Usually you do ca n't go wrong when getting a spa treatment ......
mutation sentence,Usually you could ca n't go wrong when getting a spa treatment ......
mutation sentence,Usually you gotta ca n't go wrong when getting a spa treatment ......
mutation sentence,Usually you ca n't much go wrong when getting a spa treatment ......
mutation sentence,Usually you ca n't gonna go wrong when getting a spa treatment ......
mutation sentence,Usually you ca n't ever go wrong when getting a spa treatment ......
mutation sentence,Usually you ca n't go anywhere wrong when getting a spa treatment ......
mutation sentence,Usually you ca n't go very wrong when getting a spa treatment ......
mutation sentence,Usually you ca n't go too wrong when getting a spa treatment ......
mutation sentence,Usually you ca n't go wrong again when getting a spa treatment ......
mutation sentence,Usually you ca n't go wrong right when getting a spa treatment ......
mutation sentence,Usually you ca n't go wrong even when getting a spa treatment ......
mutation sentence,Usually you ca n't go wrong when getting you a spa treatment ......
mutation sentence,Usually you ca n't go wrong when getting a little spa treatment ......
mutation sentence,Usually you ca n't go wrong when getting a spa treatment but ......

original sentence,"i would n't bother with yoga i 'd practice more with riding and fixing my problem , ride bareback , with no irons , there s also a way to ride on your knees ?"
wrong word,more
mutation sentence,"i would n't bother with yoga i 'd practice it more with riding and fixing my problem , ride bareback , with no irons , there s also a way to ride on your knees ?"

original sentence,"I mean , I was n't smart enough to apply for a scholarship ."
wrong word,enough
mutation sentence,"I mean , I was young n't smart enough to apply for a scholarship ."
mutation sentence,"I mean , I was n't even smart enough to apply for a scholarship ."
mutation sentence,"I mean , I was n't exactly smart enough to apply for a scholarship ."
mutation sentence,"I mean , I was n't smart enough yet to apply for a scholarship ."
mutation sentence,"I mean , I was n't smart enough even to apply for a scholarship ."
mutation sentence,"I mean , I was n't smart enough then to apply for a scholarship ."
mutation sentence,"I mean , I was n't smart enough not to apply for a scholarship ."
mutation sentence,"I mean , I was n't smart enough ever to apply for a scholarship ."
mutation sentence,"I mean , I was n't smart enough really to apply for a scholarship ."
mutation sentence,"I mean , I was n't smart enough either to apply for a scholarship ."
mutation sentence,"I mean , I was n't smart enough actually to apply for a scholarship ."
mutation sentence,"I mean , I was n't smart enough as to apply for a scholarship ."
mutation sentence,"I mean , I was n't smart enough to even apply for a scholarship ."
mutation sentence,"I mean , I was n't smart enough to actually apply for a scholarship ."
mutation sentence,"I mean , I was n't smart enough to just apply for a scholarship ."
mutation sentence,"I mean , I was n't smart enough to really apply for a scholarship ."
mutation sentence,"I mean , I was n't smart enough to seriously apply for a scholarship ."
mutation sentence,"I mean , I was n't smart enough to apply myself for a scholarship ."
mutation sentence,"I mean , I was n't smart enough to apply anyway for a scholarship ."
mutation sentence,"I mean , I was n't smart enough to apply even for a scholarship ."
mutation sentence,"I mean , I was n't smart enough to apply directly for a scholarship ."
mutation sentence,"I mean , I was n't smart enough to apply early for a scholarship ."
mutation sentence,"I mean , I was n't smart enough to apply up for a scholarship ."
mutation sentence,"I mean , I was n't smart enough to apply straight for a scholarship ."
mutation sentence,"I mean , I was n't smart enough to apply there for a scholarship ."
mutation sentence,"I mean , I was n't smart enough to apply either for a scholarship ."

original sentence,Pretty much every large stable has here .
wrong word,much
mutation sentence,Pretty much what every large stable has here .

original sentence,"They have been my only "" go - to "" resource since we first did business together ."
wrong word,only
mutation sentence,"They have been my second only "" go - to "" resource since we first did business together ."
mutation sentence,"They have been my first only "" go - to "" resource since we first did business together ."
mutation sentence,"They have been my absolute only "" go - to "" resource since we first did business together ."
mutation sentence,"They have been my absolutely only "" go - to "" resource since we first did business together ."
mutation sentence,"They have been my really only "" go - to "" resource since we first did business together ."
mutation sentence,"They have been my personal only "" go - to "" resource since we first did business together ."
mutation sentence,"They have been my own only "" go - to "" resource since we first did business together ."
mutation sentence,"They have been my personally only "" go - to "" resource since we first did business together ."
mutation sentence,"They have been my only real "" go - to "" resource since we first did business together ."
mutation sentence,"They have been my only true "" go - to "" resource since we first did business together ."
mutation sentence,"They have been my only reliable "" go - to "" resource since we first did business together ."
mutation sentence,"They have been my only significant "" go - to "" resource since we first did business together ."
mutation sentence,"They have been my only solid "" go - to "" resource since we first did business together ."
mutation sentence,"They have been my only important "" go - to "" resource since we first did business together ."

original sentence,If you watch a lot of fights ( youtube ) and research some of the history ( http://en.wikipedia.org/wiki/Bullfighting ) you will find yourself enjoying it a lot more !
wrong word,more
